dateRep,Cases,Deaths,Countries_and_territories,Continent
2020-03-27,0,0,El_Salvador,America
2020-03-26,4,0,El_Salvador,America
2020-03-25,4,0,El_Salvador,America
2020-03-24,2,0,El_Salvador,America
2020-03-23,0,0,El_Salvador,America
2020-03-22,0,0,El_Salvador,America
2020-03-20,0,0,El_Salvador,America
2020-03-19,1,0,El_Salvador,America
2020-05-08,0,0,Equatorial_Guinea,Africa
2020-05-07,0,0,Equatorial_Guinea,Africa
2020-05-06,124,2,Equatorial_Guinea,Africa
2020-05-05,0,1,Equatorial_Guinea,Africa
2020-05-04,0,0,Equatorial_Guinea,Africa
2020-05-03,0,0,Equatorial_Guinea,Africa
2020-05-02,0,0,Equatorial_Guinea,Africa
2020-05-01,0,0,Equatorial_Guinea,Africa
2020-04-30,0,0,Equatorial_Guinea,Africa
2020-04-29,57,0,Equatorial_Guinea,Africa
2020-04-28,0,0,Equatorial_Guinea,Africa
2020-04-27,44,0,Equatorial_Guinea,Africa
2020-04-26,2,0,Equatorial_Guinea,Africa
2020-04-25,128,0,Equatorial_Guinea,Africa
2020-04-24,1,1,Equatorial_Guinea,Africa
2020-04-23,4,0,Equatorial_Guinea,Africa
2020-04-22,0,0,Equatorial_Guinea,Africa
2020-04-21,0,0,Equatorial_Guinea,Africa
2020-04-20,0,0,Equatorial_Guinea,Africa
2020-04-19,0,0,Equatorial_Guinea,Africa
2020-04-18,28,0,Equatorial_Guinea,Africa
2020-04-17,0,0,Equatorial_Guinea,Africa
2020-04-16,10,0,Equatorial_Guinea,Africa
2020-04-15,20,0,Equatorial_Guinea,Africa
2020-04-14,0,0,Equatorial_Guinea,Africa
2020-04-13,3,0,Equatorial_Guinea,Africa
2020-04-12,0,0,Equatorial_Guinea,Africa
2020-04-11,0,0,Equatorial_Guinea,Africa
2020-04-10,0,0,Equatorial_Guinea,Africa
2020-04-09,2,0,Equatorial_Guinea,Africa
2020-04-08,0,0,Equatorial_Guinea,Africa
2020-04-07,0,0,Equatorial_Guinea,Africa
2020-04-06,0,0,Equatorial_Guinea,Africa
2020-04-05,0,0,Equatorial_Guinea,Africa
2020-04-04,1,0,Equatorial_Guinea,Africa
2020-04-03,0,0,Equatorial_Guinea,Africa
2020-04-02,0,0,Equatorial_Guinea,Africa
2020-04-01,1,0,Equatorial_Guinea,Africa
2020-03-31,0,0,Equatorial_Guinea,Africa
2020-03-30,1,0,Equatorial_Guinea,Africa
2020-03-29,0,0,Equatorial_Guinea,Africa
2020-03-28,1,0,Equatorial_Guinea,Africa
2020-03-27,1,0,Equatorial_Guinea,Africa
2020-03-26,2,0,Equatorial_Guinea,Africa
2020-03-25,0,0,Equatorial_Guinea,Africa
2020-03-24,3,0,Equatorial_Guinea,Africa
2020-03-23,0,0,Equatorial_Guinea,Africa
2020-03-22,2,0,Equatorial_Guinea,Africa
2020-03-20,1,0,Equatorial_Guinea,Africa
2020-03-19,2,0,Equatorial_Guinea,Africa
2020-03-18,0,0,Equatorial_Guinea,Africa
2020-03-17,0,0,Equatorial_Guinea,Africa
2020-03-16,0,0,Equatorial_Guinea,Africa
2020-03-15,1,0,Equatorial_Guinea,Africa
2020-05-08,0,0,Eritrea,Africa
2020-05-07,0,0,Eritrea,Africa
2020-05-06,0,0,Eritrea,Africa
2020-05-05,0,0,Eritrea,Africa
2020-05-04,0,0,Eritrea,Africa
2020-05-03,0,0,Eritrea,Africa
2020-05-02,0,0,Eritrea,Africa
2020-05-01,0,0,Eritrea,Africa
2020-04-30,0,0,Eritrea,Africa
2020-04-29,0,0,Eritrea,Africa
2020-04-28,0,0,Eritrea,Africa
2020-04-27,0,0,Eritrea,Africa
2020-04-26,0,0,Eritrea,Africa
2020-04-25,0,0,Eritrea,Africa
2020-04-24,0,0,Eritrea,Africa
2020-04-23,0,0,Eritrea,Africa
2020-04-22,0,0,Eritrea,Africa
2020-04-21,0,0,Eritrea,Africa
2020-04-20,4,0,Eritrea,Africa
2020-04-19,0,0,Eritrea,Africa
2020-04-18,0,0,Eritrea,Africa
2020-04-17,0,0,Eritrea,Africa
2020-04-16,0,0,Eritrea,Africa
2020-04-15,1,0,Eritrea,Africa
2020-04-14,0,0,Eritrea,Africa
2020-04-13,0,0,Eritrea,Africa
2020-04-12,0,0,Eritrea,Africa
2020-04-11,1,0,Eritrea,Africa
2020-04-10,0,0,Eritrea,Africa
2020-04-09,2,0,Eritrea,Africa
2020-04-08,0,0,Eritrea,Africa
2020-04-07,2,0,Eritrea,Africa
2020-04-06,0,0,Eritrea,Africa
2020-04-05,7,0,Eritrea,Africa
2020-04-04,0,0,Eritrea,Africa
2020-04-03,4,0,Eritrea,Africa
2020-04-02,3,0,Eritrea,Africa
2020-04-01,3,0,Eritrea,Africa
2020-03-31,0,0,Eritrea,Africa
2020-03-30,6,0,Eritrea,Africa
2020-03-29,0,0,Eritrea,Africa
2020-03-28,0,0,Eritrea,Africa
2020-03-27,2,0,Eritrea,Africa
2020-03-26,3,0,Eritrea,Africa
2020-03-25,0,0,Eritrea,Africa
2020-03-24,0,0,Eritrea,Africa
2020-03-23,0,0,Eritrea,Africa
2020-03-22,1,0,Eritrea,Africa
2020-05-08,7,1,Estonia,Europe
2020-05-07,2,0,Estonia,Europe
2020-05-06,8,0,Estonia,Europe
2020-05-05,3,0,Estonia,Europe
2020-05-04,1,2,Estonia,Europe
2020-05-03,5,1,Estonia,Europe
2020-05-02,5,0,Estonia,Europe
2020-05-01,23,2,Estonia,Europe
2020-04-30,6,0,Estonia,Europe
2020-04-29,13,0,Estonia,Europe
2020-04-28,4,1,Estonia,Europe
2020-04-27,8,3,Estonia,Europe
2020-04-26,30,0,Estonia,Europe
2020-04-25,13,1,Estonia,Europe
2020-04-24,33,1,Estonia,Europe
2020-04-23,7,1,Estonia,Europe
2020-04-22,17,3,Estonia,Europe
2020-04-21,7,0,Estonia,Europe
2020-04-20,16,2,Estonia,Europe
2020-04-19,53,0,Estonia,Europe
2020-04-18,25,2,Estonia,Europe
2020-04-17,32,1,Estonia,Europe
2020-04-16,29,4,Estonia,Europe
2020-04-15,41,3,Estonia,Europe
2020-04-14,23,3,Estonia,Europe
2020-04-13,5,1,Estonia,Europe
2020-04-12,46,0,Estonia,Europe
2020-04-11,51,0,Estonia,Europe
2020-04-10,22,0,Estonia,Europe
2020-04-09,36,3,Estonia,Europe
2020-04-08,41,2,Estonia,Europe
2020-04-07,11,4,Estonia,Europe
2020-04-06,79,2,Estonia,Europe
2020-04-05,57,1,Estonia,Europe
2020-04-04,103,1,Estonia,Europe
2020-04-03,79,6,Estonia,Europe
2020-04-02,34,1,Estonia,Europe
2020-04-01,30,1,Estonia,Europe
2020-03-31,36,0,Estonia,Europe
2020-03-30,39,2,Estonia,Europe
2020-03-29,65,0,Estonia,Europe
2020-03-28,37,0,Estonia,Europe
2020-03-27,134,0,Estonia,Europe
2020-03-26,35,1,Estonia,Europe
2020-03-25,17,0,Estonia,Europe
2020-03-24,26,0,Estonia,Europe
2020-03-23,20,0,Estonia,Europe
2020-03-22,23,0,Estonia,Europe
2020-03-20,9,0,Estonia,Europe
2020-03-19,33,0,Estonia,Europe
2020-03-18,20,0,Estonia,Europe
2020-03-17,34,0,Estonia,Europe
2020-03-16,56,0,Estonia,Europe
2020-03-15,36,0,Estonia,Europe
2020-03-14,52,0,Estonia,Europe
2020-03-13,11,0,Estonia,Europe
2020-03-12,3,0,Estonia,Europe
2020-03-11,3,0,Estonia,Europe
2020-03-07,5,0,Estonia,Europe
2020-03-06,3,0,Estonia,Europe
2020-03-04,1,0,Estonia,Europe
2020-03-02,0,0,Estonia,Europe
2020-03-01,0,0,Estonia,Europe
2020-02-29,0,0,Estonia,Europe
2020-02-28,1,0,Estonia,Europe
2020-02-27,0,0,Estonia,Europe
2020-02-26,0,0,Estonia,Europe
2020-02-25,0,0,Estonia,Europe
2020-02-24,0,0,Estonia,Europe
2020-02-23,0,0,Estonia,Europe
2020-02-22,0,0,Estonia,Europe
2020-02-21,0,0,Estonia,Europe
2020-02-20,0,0,Estonia,Europe
2020-02-19,0,0,Estonia,Europe
2020-02-18,0,0,Estonia,Europe
2020-02-17,0,0,Estonia,Europe
2020-02-16,0,0,Estonia,Europe
2020-02-15,0,0,Estonia,Europe
2020-02-14,0,0,Estonia,Europe
2020-02-13,0,0,Estonia,Europe
2020-02-12,0,0,Estonia,Europe
2020-02-11,0,0,Estonia,Europe
2020-02-10,0,0,Estonia,Europe
2020-02-09,0,0,Estonia,Europe
2020-02-08,0,0,Estonia,Europe
2020-02-07,0,0,Estonia,Europe
2020-02-06,0,0,Estonia,Europe
2020-02-05,0,0,Estonia,Europe
2020-02-04,0,0,Estonia,Europe
2020-02-03,0,0,Estonia,Europe
2020-02-02,0,0,Estonia,Europe
2020-02-01,0,0,Estonia,Europe
2020-01-31,0,0,Estonia,Europe
2020-01-30,0,0,Estonia,Europe
2020-01-29,0,0,Estonia,Europe
2020-01-28,0,0,Estonia,Europe
2020-01-27,0,0,Estonia,Europe
2020-01-26,0,0,Estonia,Europe
2020-01-25,0,0,Estonia,Europe
2020-01-24,0,0,Estonia,Europe
2020-01-23,0,0,Estonia,Europe
2020-01-22,0,0,Estonia,Europe
2020-01-21,0,0,Estonia,Europe
2020-01-20,0,0,Estonia,Europe
2020-01-19,0,0,Estonia,Europe
2020-01-18,0,0,Estonia,Europe
2020-01-17,0,0,Estonia,Europe
2020-01-16,0,0,Estonia,Europe
2020-01-15,0,0,Estonia,Europe
2020-01-14,0,0,Estonia,Europe
2020-01-13,0,0,Estonia,Europe
2020-01-12,0,0,Estonia,Europe
2020-01-11,0,0,Estonia,Europe
2020-01-10,0,0,Estonia,Europe
2020-01-09,0,0,Estonia,Europe
2020-01-08,0,0,Estonia,Europe
2020-01-07,0,0,Estonia,Europe
2020-01-06,0,0,Estonia,Europe
2020-01-05,0,0,Estonia,Europe
2020-01-04,0,0,Estonia,Europe
2020-01-03,0,0,Estonia,Europe
2020-01-02,0,0,Estonia,Europe
2020-01-01,0,0,Estonia,Europe
2019-12-31,0,0,Estonia,Europe
2020-05-08,30,0,Eswatini,Africa
2020-05-07,7,1,Eswatini,Africa
2020-05-06,0,0,Eswatini,Africa
2020-05-05,4,0,Eswatini,Africa
2020-05-04,4,0,Eswatini,Africa
2020-05-03,2,0,Eswatini,Africa
2020-05-02,6,0,Eswatini,Africa
2020-05-01,9,0,Eswatini,Africa
2020-04-30,20,0,Eswatini,Africa
2020-04-29,6,0,Eswatini,Africa
2020-04-28,6,0,Eswatini,Africa
2020-04-27,19,0,Eswatini,Africa
2020-04-26,0,0,Eswatini,Africa
2020-04-25,8,0,Eswatini,Africa
2020-04-24,1,0,Eswatini,Africa
2020-04-23,7,0,Eswatini,Africa
2020-04-22,0,0,Eswatini,Africa
2020-04-21,2,0,Eswatini,Africa
2020-04-20,3,0,Eswatini,Africa
2020-04-19,0,0,Eswatini,Africa
2020-04-18,3,1,Eswatini,Africa
2020-04-17,0,0,Eswatini,Africa
2020-04-16,1,0,Eswatini,Africa
2020-04-15,0,0,Eswatini,Africa
2020-04-14,1,0,Eswatini,Africa
2020-04-13,0,0,Eswatini,Africa
2020-04-12,2,0,Eswatini,Africa
2020-04-11,0,0,Eswatini,Africa
2020-04-10,0,0,Eswatini,Africa
2020-04-09,2,0,Eswatini,Africa
2020-04-08,0,0,Eswatini,Africa
2020-04-07,1,0,Eswatini,Africa
2020-04-06,0,0,Eswatini,Africa
2020-04-05,0,0,Eswatini,Africa
2020-04-04,0,0,Eswatini,Africa
2020-04-03,0,0,Eswatini,Africa
2020-04-02,0,0,Eswatini,Africa
2020-04-01,0,0,Eswatini,Africa
2020-03-31,0,0,Eswatini,Africa
2020-03-30,0,0,Eswatini,Africa
2020-03-29,0,0,Eswatini,Africa
2020-03-28,3,0,Eswatini,Africa
2020-03-27,2,0,Eswatini,Africa
2020-03-26,0,0,Eswatini,Africa
2020-03-25,0,0,Eswatini,Africa
2020-03-24,0,0,Eswatini,Africa
2020-03-23,3,0,Eswatini,Africa
2020-03-22,0,0,Eswatini,Africa
2020-03-20,0,0,Eswatini,Africa
2020-03-19,0,0,Eswatini,Africa
2020-03-18,0,0,Eswatini,Africa
2020-03-17,0,0,Eswatini,Africa
2020-03-16,0,0,Eswatini,Africa
2020-03-15,1,0,Eswatini,Africa
2020-05-08,29,0,Ethiopia,Africa
2020-05-07,17,0,Ethiopia,Africa
2020-05-06,5,1,Ethiopia,Africa
2020-05-05,5,0,Ethiopia,Africa
2020-05-04,2,0,Ethiopia,Africa
2020-05-03,0,0,Ethiopia,Africa
2020-05-02,2,0,Ethiopia,Africa
2020-05-01,1,0,Ethiopia,Africa
2020-04-30,4,0,Ethiopia,Africa
2020-04-29,2,0,Ethiopia,Africa
2020-04-28,1,0,Ethiopia,Africa
2020-04-27,1,0,Ethiopia,Africa
2020-04-26,5,0,Ethiopia,Africa
2020-04-25,1,0,Ethiopia,Africa
2020-04-24,0,0,Ethiopia,Africa
2020-04-23,2,0,Ethiopia,Africa
2020-04-22,3,0,Ethiopia,Africa
2020-04-21,3,0,Ethiopia,Africa
2020-04-20,3,0,Ethiopia,Africa
2020-04-19,9,0,Ethiopia,Africa
2020-04-18,4,0,Ethiopia,Africa
2020-04-17,7,0,Ethiopia,Africa
2020-04-16,3,0,Ethiopia,Africa
2020-04-15,8,0,Ethiopia,Africa
2020-04-14,3,0,Ethiopia,Africa
2020-04-13,2,0,Ethiopia,Africa
2020-04-12,4,1,Ethiopia,Africa
2020-04-11,9,0,Ethiopia,Africa
2020-04-10,1,0,Ethiopia,Africa
2020-04-09,3,0,Ethiopia,Africa
2020-04-08,8,0,Ethiopia,Africa
2020-04-07,1,0,Ethiopia,Africa
2020-04-06,5,2,Ethiopia,Africa
2020-04-05,3,0,Ethiopia,Africa
2020-04-04,6,0,Ethiopia,Africa
2020-04-03,0,0,Ethiopia,Africa
2020-04-02,4,0,Ethiopia,Africa
2020-04-01,2,0,Ethiopia,Africa
2020-03-31,7,0,Ethiopia,Africa
2020-03-30,0,0,Ethiopia,Africa
2020-03-29,0,0,Ethiopia,Africa
2020-03-28,4,0,Ethiopia,Africa
2020-03-27,0,0,Ethiopia,Africa
2020-03-26,1,0,Ethiopia,Africa
2020-03-25,0,0,Ethiopia,Africa
2020-03-24,0,0,Ethiopia,Africa
2020-03-23,2,0,Ethiopia,Africa
2020-03-22,0,0,Ethiopia,Africa
2020-03-20,1,0,Ethiopia,Africa
2020-03-19,1,0,Ethiopia,Africa
2020-03-18,0,0,Ethiopia,Africa
2020-03-17,1,0,Ethiopia,Africa
2020-03-16,3,0,Ethiopia,Africa
2020-03-15,0,0,Ethiopia,Africa
2020-03-14,1,0,Ethiopia,Africa
2020-05-08,0,0,Falkland_Islands_(Malvinas),America
2020-05-07,0,0,Falkland_Islands_(Malvinas),America
2020-05-06,0,0,Falkland_Islands_(Malvinas),America
2020-05-05,0,0,Falkland_Islands_(Malvinas),America
2020-05-04,0,0,Falkland_Islands_(Malvinas),America
2020-05-03,0,0,Falkland_Islands_(Malvinas),America
2020-05-02,0,0,Falkland_Islands_(Malvinas),America
2020-05-01,0,0,Falkland_Islands_(Malvinas),America
2020-04-30,0,0,Falkland_Islands_(Malvinas),America
2020-04-29,0,0,Falkland_Islands_(Malvinas),America
2020-04-28,0,0,Falkland_Islands_(Malvinas),America
2020-04-27,0,0,Falkland_Islands_(Malvinas),America
2020-04-26,1,0,Falkland_Islands_(Malvinas),America
2020-04-25,0,0,Falkland_Islands_(Malvinas),America
2020-04-24,0,0,Falkland_Islands_(Malvinas),America
2020-04-23,0,0,Falkland_Islands_(Malvinas),America
2020-04-22,1,0,Falkland_Islands_(Malvinas),America
2020-04-21,0,0,Falkland_Islands_(Malvinas),America
2020-04-20,0,0,Falkland_Islands_(Malvinas),America
2020-04-19,0,0,Falkland_Islands_(Malvinas),America
2020-04-18,0,0,Falkland_Islands_(Malvinas),America
2020-04-17,0,0,Falkland_Islands_(Malvinas),America
2020-04-16,0,0,Falkland_Islands_(Malvinas),America
2020-04-15,6,0,Falkland_Islands_(Malvinas),America
2020-04-14,0,0,Falkland_Islands_(Malvinas),America
2020-04-13,0,0,Falkland_Islands_(Malvinas),America
2020-04-12,0,0,Falkland_Islands_(Malvinas),America
2020-04-11,0,0,Falkland_Islands_(Malvinas),America
2020-04-10,0,0,Falkland_Islands_(Malvinas),America
2020-04-09,0,0,Falkland_Islands_(Malvinas),America
2020-04-08,3,0,Falkland_Islands_(Malvinas),America
2020-04-07,0,0,Falkland_Islands_(Malvinas),America
2020-04-06,1,0,Falkland_Islands_(Malvinas),America
2020-04-05,0,0,Falkland_Islands_(Malvinas),America
2020-04-04,1,0,Falkland_Islands_(Malvinas),America
2020-05-08,0,0,Faroe_Islands,Europe
2020-05-07,0,0,Faroe_Islands,Europe
2020-05-06,0,0,Faroe_Islands,Europe
2020-05-05,0,0,Faroe_Islands,Europe
2020-05-04,0,0,Faroe_Islands,Europe
2020-05-03,0,0,Faroe_Islands,Europe
2020-05-02,0,0,Faroe_Islands,Europe
2020-05-01,0,0,Faroe_Islands,Europe
2020-04-30,0,0,Faroe_Islands,Europe
2020-04-29,0,0,Faroe_Islands,Europe
2020-04-28,0,0,Faroe_Islands,Europe
2020-04-27,0,0,Faroe_Islands,Europe
2020-04-26,0,0,Faroe_Islands,Europe
2020-04-25,0,0,Faroe_Islands,Europe
2020-04-24,2,0,Faroe_Islands,Europe
2020-04-23,0,0,Faroe_Islands,Europe
2020-04-22,0,0,Faroe_Islands,Europe
2020-04-21,0,0,Faroe_Islands,Europe
2020-04-20,1,0,Faroe_Islands,Europe
2020-04-19,0,0,Faroe_Islands,Europe
2020-04-18,0,0,Faroe_Islands,Europe
2020-04-17,0,0,Faroe_Islands,Europe
2020-04-16,0,0,Faroe_Islands,Europe
2020-04-15,0,0,Faroe_Islands,Europe
2020-04-14,0,0,Faroe_Islands,Europe
2020-04-13,0,0,Faroe_Islands,Europe
2020-04-12,0,0,Faroe_Islands,Europe
2020-04-11,0,0,Faroe_Islands,Europe
2020-04-10,0,0,Faroe_Islands,Europe
2020-04-09,0,0,Faroe_Islands,Europe
2020-04-08,1,0,Faroe_Islands,Europe
2020-04-07,2,0,Faroe_Islands,Europe
2020-04-06,0,0,Faroe_Islands,Europe
2020-04-05,2,0,Faroe_Islands,Europe
2020-04-04,2,0,Faroe_Islands,Europe
2020-04-03,4,0,Faroe_Islands,Europe
2020-04-02,4,0,Faroe_Islands,Europe
2020-04-01,1,0,Faroe_Islands,Europe
2020-03-31,9,0,Faroe_Islands,Europe
2020-03-30,4,0,Faroe_Islands,Europe
2020-03-29,11,0,Faroe_Islands,Europe
2020-03-28,4,0,Faroe_Islands,Europe
2020-03-27,8,0,Faroe_Islands,Europe
2020-03-26,10,0,Faroe_Islands,Europe
2020-03-25,4,0,Faroe_Islands,Europe
2020-03-24,3,0,Faroe_Islands,Europe
2020-03-23,23,0,Faroe_Islands,Europe
2020-03-22,12,0,Faroe_Islands,Europe
2020-03-20,72,0,Faroe_Islands,Europe
2020-05-08,0,0,Fiji,Oceania
2020-05-07,0,0,Fiji,Oceania
2020-05-06,0,0,Fiji,Oceania
2020-05-05,0,0,Fiji,Oceania
2020-05-04,0,0,Fiji,Oceania
2020-05-03,0,0,Fiji,Oceania
2020-05-02,0,0,Fiji,Oceania
2020-05-01,0,0,Fiji,Oceania
2020-04-30,0,0,Fiji,Oceania
2020-04-29,0,0,Fiji,Oceania
2020-04-28,0,0,Fiji,Oceania
2020-04-27,0,0,Fiji,Oceania
2020-04-26,0,0,Fiji,Oceania
2020-04-25,0,0,Fiji,Oceania
2020-04-24,0,0,Fiji,Oceania
2020-04-23,0,0,Fiji,Oceania
2020-04-22,0,0,Fiji,Oceania
2020-04-21,1,0,Fiji,Oceania
2020-04-20,0,0,Fiji,Oceania
2020-04-19,0,0,Fiji,Oceania
2020-04-18,0,0,Fiji,Oceania
2020-04-17,1,0,Fiji,Oceania
2020-04-16,0,0,Fiji,Oceania
2020-04-15,0,0,Fiji,Oceania
2020-04-14,0,0,Fiji,Oceania
2020-04-13,0,0,Fiji,Oceania
2020-04-12,0,0,Fiji,Oceania
2020-04-11,1,0,Fiji,Oceania
2020-04-10,0,0,Fiji,Oceania
2020-04-09,0,0,Fiji,Oceania
2020-04-08,1,0,Fiji,Oceania
2020-04-07,0,0,Fiji,Oceania
2020-04-06,2,0,Fiji,Oceania
2020-04-05,0,0,Fiji,Oceania
2020-04-04,5,0,Fiji,Oceania
2020-04-03,0,0,Fiji,Oceania
2020-04-02,2,0,Fiji,Oceania
2020-04-01,0,0,Fiji,Oceania
2020-03-31,0,0,Fiji,Oceania
2020-03-30,0,0,Fiji,Oceania
2020-03-29,0,0,Fiji,Oceania
2020-03-28,0,0,Fiji,Oceania
2020-03-27,0,0,Fiji,Oceania
2020-03-26,0,0,Fiji,Oceania
2020-03-25,1,0,Fiji,Oceania
2020-03-24,1,0,Fiji,Oceania
2020-03-23,1,0,Fiji,Oceania
2020-03-22,1,0,Fiji,Oceania
2020-03-20,1,0,Fiji,Oceania
2020-05-08,100,3,Finland,Europe
2020-05-07,161,6,Finland,Europe
2020-05-06,85,6,Finland,Europe
2020-05-05,73,10,Finland,Europe
2020-05-04,75,10,Finland,Europe
2020-05-03,128,2,Finland,Europe
2020-05-02,56,7,Finland,Europe
2020-05-01,89,5,Finland,Europe
2020-04-30,166,7,Finland,Europe
2020-04-29,45,6,Finland,Europe
2020-04-28,119,3,Finland,Europe
2020-04-27,101,4,Finland,Europe
2020-04-26,80,9,Finland,Europe
2020-04-25,111,5,Finland,Europe
2020-04-24,155,23,Finland,Europe
2020-04-23,115,8,Finland,Europe
2020-04-22,146,43,Finland,Europe
2020-04-21,85,4,Finland,Europe
2020-04-20,102,4,Finland,Europe
2020-04-19,192,8,Finland,Europe
2020-04-18,120,7,Finland,Europe
2020-04-17,132,3,Finland,Europe
2020-04-16,76,8,Finland,Europe
2020-04-15,97,5,Finland,Europe
2020-04-14,90,3,Finland,Europe
2020-04-13,69,7,Finland,Europe
2020-04-12,136,1,Finland,Europe
2020-04-11,164,6,Finland,Europe
2020-04-10,118,2,Finland,Europe
2020-04-09,179,6,Finland,Europe
2020-04-08,132,7,Finland,Europe
2020-04-07,249,0,Finland,Europe
2020-04-06,45,2,Finland,Europe
2020-04-05,267,5,Finland,Europe
2020-04-04,97,1,Finland,Europe
2020-04-03,72,2,Finland,Europe
2020-04-02,62,0,Finland,Europe
2020-04-01,71,4,Finland,Europe
2020-03-31,95,2,Finland,Europe
2020-03-30,0,2,Finland,Europe
2020-03-29,193,2,Finland,Europe
2020-03-28,67,3,Finland,Europe
2020-03-27,78,1,Finland,Europe
2020-03-26,88,2,Finland,Europe
2020-03-25,92,0,Finland,Europe
2020-03-24,74,0,Finland,Europe
2020-03-23,105,0,Finland,Europe
2020-03-22,71,1,Finland,Europe
2020-03-20,31,0,Finland,Europe
2020-03-19,50,0,Finland,Europe
2020-03-18,47,0,Finland,Europe
2020-03-17,5,0,Finland,Europe
2020-03-16,57,0,Finland,Europe
2020-03-15,27,0,Finland,Europe
2020-03-14,28,0,Finland,Europe
2020-03-13,96,0,Finland,Europe
2020-03-12,19,0,Finland,Europe
2020-03-10,10,0,Finland,Europe
2020-03-09,11,0,Finland,Europe
2020-03-07,7,0,Finland,Europe
2020-03-06,5,0,Finland,Europe
2020-03-04,1,0,Finland,Europe
2020-03-02,3,0,Finland,Europe
2020-03-01,0,0,Finland,Europe
2020-02-29,1,0,Finland,Europe
2020-02-28,0,0,Finland,Europe
2020-02-27,1,0,Finland,Europe
2020-02-26,0,0,Finland,Europe
2020-02-25,0,0,Finland,Europe
2020-02-24,0,0,Finland,Europe
2020-02-23,0,0,Finland,Europe
2020-02-22,0,0,Finland,Europe
2020-02-21,0,0,Finland,Europe
2020-02-20,0,0,Finland,Europe
2020-02-19,0,0,Finland,Europe
2020-02-18,0,0,Finland,Europe
2020-02-17,0,0,Finland,Europe
2020-02-16,0,0,Finland,Europe
2020-02-15,0,0,Finland,Europe
2020-02-14,0,0,Finland,Europe
2020-02-13,0,0,Finland,Europe
2020-02-12,0,0,Finland,Europe
2020-02-11,0,0,Finland,Europe
2020-02-10,0,0,Finland,Europe
2020-02-09,0,0,Finland,Europe
2020-02-08,0,0,Finland,Europe
2020-02-07,0,0,Finland,Europe
2020-02-06,0,0,Finland,Europe
2020-02-05,0,0,Finland,Europe
2020-02-04,0,0,Finland,Europe
2020-02-03,0,0,Finland,Europe
2020-02-02,0,0,Finland,Europe
2020-02-01,0,0,Finland,Europe
2020-01-31,0,0,Finland,Europe
2020-01-30,1,0,Finland,Europe
2020-01-29,0,0,Finland,Europe
2020-01-28,0,0,Finland,Europe
2020-01-27,0,0,Finland,Europe
2020-01-26,0,0,Finland,Europe
2020-01-25,0,0,Finland,Europe
2020-01-24,0,0,Finland,Europe
2020-01-23,0,0,Finland,Europe
2020-01-22,0,0,Finland,Europe
2020-01-21,0,0,Finland,Europe
2020-01-20,0,0,Finland,Europe
2020-01-19,0,0,Finland,Europe
2020-01-18,0,0,Finland,Europe
2020-01-17,0,0,Finland,Europe
2020-01-16,0,0,Finland,Europe
2020-01-15,0,0,Finland,Europe
2020-01-14,0,0,Finland,Europe
2020-01-13,0,0,Finland,Europe
2020-01-12,0,0,Finland,Europe
2020-01-11,0,0,Finland,Europe
2020-01-10,0,0,Finland,Europe
2020-01-09,0,0,Finland,Europe
2020-01-08,0,0,Finland,Europe
2020-01-07,0,0,Finland,Europe
2020-01-06,0,0,Finland,Europe
2020-01-05,0,0,Finland,Europe
2020-01-04,0,0,Finland,Europe
2020-01-03,0,0,Finland,Europe
2020-01-02,0,0,Finland,Europe
2020-01-01,0,0,Finland,Europe
2019-12-31,0,0,Finland,Europe
2020-05-08,629,178,France,Europe
2020-05-07,4183,278,France,Europe
2020-05-06,1104,330,France,Europe
2020-05-05,576,306,France,Europe
2020-05-04,308,135,France,Europe
2020-05-03,794,166,France,Europe
2020-05-02,604,218,France,Europe
2020-05-01,1139,289,France,Europe
2020-04-30,1607,427,France,Europe
2020-04-29,1065,367,France,Europe
2020-04-28,1195,437,France,Europe
2020-04-27,461,242,France,Europe
2020-04-26,1537,369,France,Europe
2020-04-25,1773,389,France,Europe
2020-04-24,1653,516,France,Europe
2020-04-23,1827,544,France,Europe
2020-04-22,2667,531,France,Europe
2020-04-21,2051,547,France,Europe
2020-04-20,785,395,France,Europe
2020-04-19,2569,642,France,Europe
2020-04-18,405,761,France,Europe
2020-04-17,2641,753,France,Europe
2020-04-16,2633,1438,France,Europe
2020-04-15,5497,762,France,Europe
2020-04-14,2673,574,France,Europe
2020-04-13,1613,561,France,Europe
2020-04-12,3114,635,France,Europe
2020-04-11,4342,987,France,Europe
2020-04-10,4286,1341,France,Europe
2020-04-09,3881,541,France,Europe
2020-04-08,3777,1417,France,Europe
2020-04-07,3912,833,France,Europe
2020-04-06,1873,518,France,Europe
2020-04-05,4267,1053,France,Europe
2020-04-04,5233,2004,France,Europe
2020-04-03,2116,471,France,Europe
2020-04-02,4861,509,France,Europe
2020-04-01,7578,499,France,Europe
2020-03-31,4376,418,France,Europe
2020-03-30,2599,292,France,Europe
2020-03-29,4611,319,France,Europe
2020-03-28,3809,299,France,Europe
2020-03-27,3922,365,France,Europe
2020-03-26,2931,231,France,Europe
2020-03-25,2446,240,France,Europe
2020-03-24,3838,186,France,Europe
2020-03-23,1559,112,France,Europe
2020-03-22,1847,112,France,Europe
2020-03-20,1861,128,France,Europe
2020-03-19,1404,69,France,Europe
2020-03-18,1097,27,France,Europe
2020-03-17,1210,21,France,Europe
2020-03-16,924,36,France,Europe
2020-03-15,838,12,France,Europe
